f_tr,0.99,0.995,0.9975,0.999,0.9995,0.9998,0.9999
0.98,-0.038792,-0.046585,-0.051027,-0.053885,-0.054872,-0.055472,-0.055674
0.99,-0.125136,-0.141600,-0.150507,-0.156081,-0.157979,-0.159127,-0.159511
0.995,-0.173607,-0.199011,-0.212552,-0.220957,-0.223807,-0.225529,-0.226105
0.998,-0.137490,-0.154576,-0.163347,-0.168684,-0.170476,-0.171554,-0.171913
0.999,-0.107109,-0.107109,-0.107109,-0.107109,-0.107109,-0.107109,-0.107109
0.9995,-0.064205,-0.064205,-0.064205,-0.064205,-0.064205,-0.064205,-0.064205
0.9999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
